สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ตรงแผน","520004086235","B01039","สาขา กิติพาณิชย์","BW","BW3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-06 01:58:02","2024-07-06 03:18:16"
"ตรงแผน","520004086236","B01040","สาขา วิเศษกุล","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 10:10:01","2024-07-03 11:18:08"
"ยังไม่เข้า","520004086237","B09148","สาขา PTTOR นพพร ออลย์วชิรบารมี","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086238","B01048","สาขา ปิ่นเกล้า-นครชัยศรี 2","BG","BG8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086239","B09152","สาขา ภูผาผึ้ง","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ตรงแผน","520004086240","B01053","สาขา ทับคล้อ","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","2024-07-07 10:06:32","2024-07-07 11:23:45"
"ยังไม่เข้า","520004086241","B01056","สาขา วิเชียรบุรี","RC","RC10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004086242","B09159","สาขา MEGA บางนา","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086243","B01065","สาขา ศรีสวัสดิ์ดำเนิน","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086244","B01068","สาขา พระนคเรศ","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086245","B01071","สาขา เคหะคลองเตย","BS","BS3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086246","B09170","สาขา ปตท.บางไทร (พังงา)","RSL","RSL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086247","B09171","สาขา สาครเกษม","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086248","B01083","สาขา ตลาดสดท่าอิฐ","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004086249","B09178","สาขา โนนแดง","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004086250","B09185","สาขา อุดมสุข 42 เซ็นเตอร์","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086251","B09190","สาขา ปตท.NGV ราชพฤกษ์","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004086252","B09193","สาขา PTTOR ยะลา - หาดใหญ่ กม.34","RSL","RSL12SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086253","B01116","สาขา สุขสวัสดิ์ 38","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004086254","B09210","สาขา ตลาดน้ำตลิ่งชัน","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086255","B01141","สาขา ท่าเรือปากน้ำ","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004086256","B01142","สาขา ไกรทอง (จ.พิจิตร)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ตรงแผน","520004086257","B01146","สาขา วัฒนวงศ์","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-08 23:44:59","2024-07-09 00:02:25"
"ตรงแผน","520004086258","B01147","สาขา วัฒนานคร","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-05 15:45:03","2024-07-05 17:12:48"
"ตรงแผน","520004086259","B01150","สาขา โพธิ์สัมพันธ์","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-08 18:59:40","2024-07-08 19:22:25"
"ยังไม่เข้า","520004086260","B09225","สาขา ชุมชนบ้านกระแชง","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004086261","B09229","สาขา ตลาดป่ามะพร้าว","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086262","B09245","สาขา บ้านกลางสวน","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086263","B09248","สาขา หาดเจ้าหลาว","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004086264","B01177","สาขา ขนอม","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","2024-07-08 12:06:54","2024-07-08 14:57:42"
"ยังไม่เข้า","520004086266","B09256","สาขา ตลาดลุงอ้วน (อีสเทิร์นซีบอร์ด)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086267","B01187","สาขา ฉิมพลีพลาซ่า","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086268","B01189","สาขา ตลาดสอยดาว","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ตรงแผน","520004086269","B01190","สาขา ถนนตัดใหม่ (กระบี่)","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 14:01:41","2024-07-03 15:28:18"
"ยังไม่เข้า","520004086270","B09265","สาขา เจริญกรุง 109 แยก 1","BS","BS1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004086271","B01207","สาขา ซอยพระสิทธิ์","BE","BE8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004086272","B09273","สาขา ปตท.จอหอ (โคราช)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004086273","B01212","สาขา พัทยา-นาเกลือ","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086274","B01213","สาขา ราษฏร์ยินดี","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004086275","B01216","สาขา ธนิยะ","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
